time,district,rainfall_mm
2019-03-10,Buldhana,0.0
2019-03-11,Buldhana,0.0
2019-03-12,Buldhana,0.0
2019-03-13,Buldhana,0.0
2019-03-14,Buldhana,0.0
2019-03-15,Buldhana,0.0
2019-03-16,Buldhana,0.0
2019-03-17,Buldhana,0.0
2019-03-18,Buldhana,0.0
2019-03-19,Buldhana,0.0
2019-03-20,Buldhana,0.0
2019-03-21,Buldhana,0.0
2019-03-22,Buldhana,0.0
2019-03-23,Buldhana,0.0
2019-03-24,Buldhana,0.0
2019-03-25,Buldhana,0.0
2019-03-26,Buldhana,0.0
2019-03-27,Buldhana,0.0
2019-03-28,Buldhana,0.0
2019-03-29,Buldhana,0.0
2019-03-30,Buldhana,0.0
2019-03-31,Buldhana,0.0
2019-04-01,Buldhana,0.0
2019-04-02,Buldhana,0.0
2019-04-03,Buldhana,0.0
2019-04-04,Buldhana,0.0
2019-04-05,Buldhana,0.0
2019-04-06,Buldhana,0.0
2019-04-07,Buldhana,0.0
2019-04-08,Buldhana,0.0
2019-04-09,Buldhana,0.0
2019-04-10,Buldhana,0.0
2019-04-11,Buldhana,0.0
2019-04-12,Buldhana,0.0
2019-04-13,Buldhana,0.0
2019-04-14,Buldhana,0.0
2019-04-15,Buldhana,0.0
2019-04-16,Buldhana,0.0
2019-04-17,Buldhana,0.8123874664306641
2019-04-18,Buldhana,0.0
2019-04-19,Buldhana,0.0
2019-04-20,Buldhana,0.0
2019-04-21,Buldhana,0.0
2019-04-22,Buldhana,0.0
2019-04-23,Buldhana,0.0
2019-04-24,Buldhana,0.0
2019-04-25,Buldhana,0.0
2019-04-26,Buldhana,0.0
2019-04-27,Buldhana,0.0
2019-04-28,Buldhana,0.0
2019-04-29,Buldhana,0.0
2019-04-30,Buldhana,0.0
2019-05-01,Buldhana,0.0
2019-05-02,Buldhana,0.0
2019-05-03,Buldhana,0.0
2019-05-04,Buldhana,0.0
2019-05-05,Buldhana,0.0
2019-05-06,Buldhana,0.0
2019-05-07,Buldhana,0.0
2019-05-08,Buldhana,0.0
2019-05-09,Buldhana,0.0
2019-05-10,Buldhana,0.0
2019-05-11,Buldhana,0.0
2019-05-12,Buldhana,0.0
2019-05-13,Buldhana,0.0
2019-05-14,Buldhana,0.0
2019-05-15,Buldhana,0.0
2019-05-16,Buldhana,0.0
2019-05-17,Buldhana,0.0
2019-05-18,Buldhana,0.0
2019-05-19,Buldhana,0.0
2019-05-20,Buldhana,0.0
2019-05-21,Buldhana,0.0
2019-05-22,Buldhana,0.0
2019-05-23,Buldhana,0.0
2019-05-24,Buldhana,0.0
2019-05-25,Buldhana,0.0
2019-05-26,Buldhana,0.0
2019-05-27,Buldhana,0.0
2019-05-28,Buldhana,0.0
2019-05-29,Buldhana,0.0
2019-05-30,Buldhana,0.0
2019-05-31,Buldhana,0.0
2019-06-01,Buldhana,0.0
2019-06-02,Buldhana,0.0
2019-06-03,Buldhana,0.0
2019-06-04,Buldhana,0.0
2019-06-05,Buldhana,0.0
2019-06-06,Buldhana,0.0
2019-06-07,Buldhana,0.0
2019-06-08,Buldhana,7.678438186645508
2019-06-09,Buldhana,0.3528442084789276
2019-06-10,Buldhana,0.0
2019-06-11,Buldhana,0.0
2019-06-12,Buldhana,0.0
2019-06-13,Buldhana,0.0
2019-06-14,Buldhana,0.0
2019-06-15,Buldhana,0.0
2019-06-16,Buldhana,0.0
2019-06-17,Buldhana,0.0
2019-06-18,Buldhana,0.41680651903152466
2019-06-19,Buldhana,0.0
2019-06-20,Buldhana,0.2913183271884918
2019-06-21,Buldhana,0.0
2019-06-22,Buldhana,0.0
2019-06-23,Buldhana,23.909744262695312
2019-06-24,Buldhana,14.602252006530762
2019-06-25,Buldhana,7.652376174926758
2019-06-26,Buldhana,4.489245891571045
2019-06-27,Buldhana,40.28450012207031
2019-06-28,Buldhana,9.874260902404785
2019-06-29,Buldhana,13.836814880371094
2019-06-30,Buldhana,35.3531379699707
2019-07-01,Buldhana,0.0
2019-07-02,Buldhana,1.9395594596862793
2019-07-03,Buldhana,27.530973434448242
2019-07-04,Buldhana,1.9182125329971313
2019-07-05,Buldhana,12.431212425231934
2019-07-06,Buldhana,4.770998001098633
2019-07-07,Buldhana,13.514424324035645
2019-07-08,Buldhana,11.227115631103516
2019-07-09,Buldhana,19.055871963500977
2019-07-10,Buldhana,3.2716450691223145
2019-07-11,Buldhana,0.0
2019-07-12,Buldhana,0.0
2019-07-13,Buldhana,0.5304809808731079
2019-07-14,Buldhana,0.44341105222702026
2019-07-15,Buldhana,0.34370237588882446
2019-07-16,Buldhana,0.0
2019-07-17,Buldhana,0.0
2019-07-18,Buldhana,0.0
2019-07-19,Buldhana,0.0
2019-07-20,Buldhana,2.8200531005859375
2019-07-21,Buldhana,38.414466857910156
2019-07-22,Buldhana,2.9188928604125977
2019-07-23,Buldhana,0.0
2019-07-24,Buldhana,0.0
2019-07-25,Buldhana,5.0150251388549805
2019-07-26,Buldhana,6.889742851257324
2019-07-27,Buldhana,15.94405460357666
2019-07-28,Buldhana,11.922463417053223
2019-07-29,Buldhana,17.65385627746582
2019-07-30,Buldhana,7.13767671585083
2019-07-31,Buldhana,23.665206909179688
2019-08-01,Buldhana,13.689260482788086
2019-08-02,Buldhana,1.3193049430847168
2019-08-03,Buldhana,27.60527801513672
2019-08-04,Buldhana,0.9292932748794556
2019-08-05,Buldhana,1.7253944873809814
2019-08-06,Buldhana,3.119748115539551
2019-08-07,Buldhana,0.6571863293647766
2019-08-08,Buldhana,24.968719482421875
2019-08-09,Buldhana,32.50956726074219
2019-08-10,Buldhana,0.17793779075145721
2019-08-11,Buldhana,0.0
2019-08-12,Buldhana,1.572200894355774
2019-08-13,Buldhana,0.1920384019613266
2019-08-14,Buldhana,0.0
2019-08-15,Buldhana,1.3162851333618164
2019-08-16,Buldhana,2.0271215438842773
2019-08-17,Buldhana,0.8035910725593567
2019-08-18,Buldhana,0.7581557035446167
2019-08-19,Buldhana,8.244853973388672
2019-08-20,Buldhana,0.16442140936851501
2019-08-21,Buldhana,1.525391936302185
2019-08-22,Buldhana,0.16287419199943542
2019-08-23,Buldhana,0.0
2019-08-24,Buldhana,0.0
2019-08-25,Buldhana,0.0
2019-08-26,Buldhana,7.423556327819824
2019-08-27,Buldhana,2.562767744064331
2019-08-28,Buldhana,1.533057451248169
2019-08-29,Buldhana,0.3902231752872467
2019-08-30,Buldhana,0.0
2019-08-31,Buldhana,6.353572368621826
2019-09-01,Buldhana,7.859963893890381
2019-09-02,Buldhana,11.4243745803833
2019-09-03,Buldhana,0.4833567142486572
2019-09-04,Buldhana,0.5027832984924316
2019-09-05,Buldhana,2.4100048542022705
2019-09-06,Buldhana,0.3876321613788605
2019-09-07,Buldhana,0.11449255794286728
2019-09-08,Buldhana,2.1359949111938477
2019-09-09,Buldhana,12.090778350830078
2019-09-10,Buldhana,13.240982055664062
2019-09-11,Buldhana,2.3990702629089355
2019-09-12,Buldhana,26.992246627807617
2019-09-13,Buldhana,0.0
2019-09-14,Buldhana,4.663130283355713
2019-09-15,Buldhana,1.2711561918258667
2019-09-16,Buldhana,0.4264383912086487
2019-09-17,Buldhana,1.5948660373687744
2019-09-18,Buldhana,4.059519290924072
2019-09-19,Buldhana,12.803601264953613
2019-09-20,Buldhana,27.016481399536133
2019-09-21,Buldhana,9.909358024597168
2019-09-22,Buldhana,4.178554058074951
2019-09-23,Buldhana,3.738954544067383
2019-09-24,Buldhana,4.632484436035156
2019-09-25,Buldhana,0.9945799708366394
2019-09-26,Buldhana,35.75962829589844
2019-09-27,Buldhana,3.299172878265381
2019-09-28,Buldhana,5.893763542175293
2019-09-29,Buldhana,2.974142551422119
2019-09-30,Buldhana,0.0
2019-10-01,Buldhana,0.0
2019-10-02,Buldhana,0.8174442052841187
2019-10-03,Buldhana,0.41828450560569763
2019-10-04,Buldhana,0.0
2019-10-05,Buldhana,0.2007656842470169
2019-10-06,Buldhana,5.635537624359131
2019-10-07,Buldhana,2.836671829223633
2019-10-08,Buldhana,5.633568286895752
2019-10-09,Buldhana,0.0
2019-10-10,Buldhana,0.0
2019-10-11,Buldhana,0.12498268485069275
2019-10-12,Buldhana,0.13508997857570648
2019-10-13,Buldhana,0.0
2019-10-14,Buldhana,0.3410235047340393
2019-10-15,Buldhana,0.0
2019-10-16,Buldhana,0.0
2019-10-17,Buldhana,0.18679986894130707
2019-10-18,Buldhana,0.2007656842470169
2019-10-19,Buldhana,5.122070789337158
2019-10-20,Buldhana,8.423279762268066
2019-10-21,Buldhana,0.726025402545929
2019-10-22,Buldhana,7.070700645446777
2019-10-23,Buldhana,15.112202644348145
2019-10-24,Buldhana,8.717936515808105
2019-10-25,Buldhana,5.528020858764648
2019-10-26,Buldhana,2.1716091632843018
2019-10-27,Buldhana,4.2018351554870605
2019-10-28,Buldhana,5.728578090667725
2019-10-29,Buldhana,1.2192373275756836
2019-10-30,Buldhana,1.0458285808563232
2019-10-31,Buldhana,0.0
2019-11-01,Buldhana,4.405236721038818
2019-11-02,Buldhana,24.597944259643555
2019-11-03,Buldhana,19.653207778930664
2019-11-04,Buldhana,0.5931727290153503
2019-11-05,Buldhana,0.0
2019-11-06,Buldhana,0.0
2019-11-07,Buldhana,0.0
2019-11-08,Buldhana,0.9769542217254639
2019-11-09,Buldhana,0.4867725670337677
2019-11-10,Buldhana,0.0
2019-11-11,Buldhana,0.0
2019-11-12,Buldhana,0.0
2019-11-13,Buldhana,0.0
2019-11-14,Buldhana,0.0
2019-11-15,Buldhana,0.0
2019-11-16,Buldhana,0.0
2019-11-17,Buldhana,0.0
2019-11-18,Buldhana,0.0
2019-11-19,Buldhana,0.0
2019-11-20,Buldhana,0.0
2019-11-21,Buldhana,0.0
2019-11-22,Buldhana,0.0
2019-11-23,Buldhana,0.0
2019-11-24,Buldhana,0.0
2019-11-25,Buldhana,0.0
2019-11-26,Buldhana,0.0
2019-11-27,Buldhana,0.0
2019-11-28,Buldhana,0.0
2019-11-29,Buldhana,0.0
2019-11-30,Buldhana,0.0
2019-12-01,Buldhana,0.0
2019-12-02,Buldhana,0.0
2019-12-03,Buldhana,0.0
2019-12-04,Buldhana,0.0
2019-12-05,Buldhana,0.0
2019-12-06,Buldhana,0.0
2019-12-07,Buldhana,0.0
2019-12-08,Buldhana,0.0
2019-12-09,Buldhana,0.0
2019-12-10,Buldhana,0.0
2019-12-11,Buldhana,0.0
2019-12-12,Buldhana,0.0
2019-12-13,Buldhana,0.9370241165161133
2019-12-14,Buldhana,0.0
2019-12-15,Buldhana,0.0
2019-12-16,Buldhana,0.0
2019-12-17,Buldhana,0.0
2019-12-18,Buldhana,0.0
2019-12-19,Buldhana,0.0
2019-12-20,Buldhana,0.0
2019-12-21,Buldhana,0.0
2019-12-22,Buldhana,0.0
2019-12-23,Buldhana,0.0
2019-12-24,Buldhana,0.0
2019-12-25,Buldhana,0.0
2019-12-26,Buldhana,2.7471470832824707
2019-12-27,Buldhana,0.0
2019-12-28,Buldhana,0.0
2019-12-29,Buldhana,0.0
2019-12-30,Buldhana,0.0
2019-12-31,Buldhana,0.0
2020-01-01,Buldhana,0.0
2020-01-02,Buldhana,0.5596874952316284
2020-01-03,Buldhana,0.0
2020-01-04,Buldhana,0.0
2020-01-05,Buldhana,0.0
2020-01-06,Buldhana,0.0
2020-01-07,Buldhana,0.0
2020-01-08,Buldhana,0.0
2020-01-09,Buldhana,0.24906650185585022
2020-01-10,Buldhana,0.0
2020-01-11,Buldhana,0.0
2020-01-12,Buldhana,0.0
2020-01-13,Buldhana,0.0
2020-01-14,Buldhana,0.0
2020-01-15,Buldhana,0.0
2020-01-16,Buldhana,0.0
2020-01-17,Buldhana,0.0
2020-01-18,Buldhana,0.0
2020-01-19,Buldhana,0.0
2020-01-20,Buldhana,0.0
2020-01-21,Buldhana,0.0
2020-01-22,Buldhana,0.0
2020-01-23,Buldhana,0.0
2020-01-24,Buldhana,0.0
2020-01-25,Buldhana,0.0
2020-01-26,Buldhana,0.0
2020-01-27,Buldhana,0.0
2020-01-28,Buldhana,0.0
2020-01-29,Buldhana,0.0
2020-01-30,Buldhana,0.0
2020-01-31,Buldhana,0.0
2020-02-01,Buldhana,0.0
2020-02-02,Buldhana,0.0
2020-02-03,Buldhana,0.0
2020-02-04,Buldhana,0.0
2020-02-05,Buldhana,0.0
2020-02-06,Buldhana,0.0
2020-02-07,Buldhana,0.0
2020-02-08,Buldhana,0.0
2020-02-09,Buldhana,0.0
2020-02-10,Buldhana,0.0
2020-02-11,Buldhana,0.0
2020-02-12,Buldhana,0.0
2020-02-13,Buldhana,0.0
2020-02-14,Buldhana,0.0
2020-02-15,Buldhana,0.0
2020-02-16,Buldhana,0.0
2020-02-17,Buldhana,0.0
2020-02-18,Buldhana,0.0
2020-02-19,Buldhana,0.0
2020-02-20,Buldhana,0.0
2020-02-21,Buldhana,0.0
2020-02-22,Buldhana,0.0
2020-02-23,Buldhana,0.0
2020-02-24,Buldhana,0.0
2020-02-25,Buldhana,0.0
2020-02-26,Buldhana,0.0
2020-02-27,Buldhana,0.0
2020-02-28,Buldhana,0.0
2020-02-29,Buldhana,0.0
2020-03-01,Buldhana,0.0
2020-03-02,Buldhana,1.867998719215393
2020-03-03,Buldhana,0.0
2020-03-04,Buldhana,0.0
2020-03-05,Buldhana,0.0
2020-03-06,Buldhana,0.0
2020-03-07,Buldhana,0.0
2020-03-08,Buldhana,0.0
2020-03-09,Buldhana,0.0
2020-03-10,Buldhana,1.3054351806640625
2020-03-11,Buldhana,0.0
2020-03-12,Buldhana,0.0
2020-03-13,Buldhana,0.0
2020-03-14,Buldhana,0.0
2020-03-15,Buldhana,0.0
2020-03-16,Buldhana,0.0
2020-03-17,Buldhana,0.0
2020-03-18,Buldhana,2.101686716079712
2020-03-19,Buldhana,0.10377770662307739
2020-03-20,Buldhana,0.0
2020-03-21,Buldhana,0.0
2020-03-22,Buldhana,0.0
2020-03-23,Buldhana,0.0
2020-03-24,Buldhana,0.0
2020-03-25,Buldhana,0.0
2020-03-26,Buldhana,6.905810832977295
2020-03-27,Buldhana,0.0
2020-03-28,Buldhana,0.7689621448516846
2020-03-29,Buldhana,0.0
2020-03-30,Buldhana,8.829545021057129
2020-03-31,Buldhana,0.0
2020-04-01,Buldhana,3.13845157623291
2020-04-02,Buldhana,0.0
2020-04-03,Buldhana,0.0
2020-04-04,Buldhana,0.0
2020-04-05,Buldhana,0.0
2020-04-06,Buldhana,0.0
2020-04-07,Buldhana,0.0
2020-04-08,Buldhana,0.0
2020-04-09,Buldhana,0.0
2020-04-10,Buldhana,0.0
2020-04-11,Buldhana,0.0
2020-04-12,Buldhana,0.0
2020-04-13,Buldhana,0.0
2020-04-14,Buldhana,0.0
2020-04-15,Buldhana,0.0
2020-04-16,Buldhana,0.0
2020-04-17,Buldhana,0.0
2020-04-18,Buldhana,0.0
2020-04-19,Buldhana,0.0
2020-04-20,Buldhana,0.0
2020-04-21,Buldhana,0.0
2020-04-22,Buldhana,0.0
2020-04-23,Buldhana,0.0
2020-04-24,Buldhana,0.0
2020-04-25,Buldhana,0.0
2020-04-26,Buldhana,0.0
2020-04-27,Buldhana,0.0
2020-04-28,Buldhana,0.0
2020-04-29,Buldhana,0.0
2020-04-30,Buldhana,0.0
2020-05-01,Buldhana,0.0
2020-05-02,Buldhana,0.0
2020-05-03,Buldhana,0.0
2020-05-04,Buldhana,0.0
2020-05-05,Buldhana,0.0
2020-05-06,Buldhana,0.0
2020-05-07,Buldhana,0.0
2020-05-08,Buldhana,0.0
2020-05-09,Buldhana,0.0
2020-05-10,Buldhana,0.0
2020-05-11,Buldhana,4.29832124710083
2020-05-12,Buldhana,0.0
2020-05-13,Buldhana,0.0
2020-05-14,Buldhana,1.4725135564804077
2020-05-15,Buldhana,4.881789207458496
2020-05-16,Buldhana,0.0
2020-05-17,Buldhana,0.0
2020-05-18,Buldhana,0.0
2020-05-19,Buldhana,0.0
2020-05-20,Buldhana,0.0
2020-05-21,Buldhana,0.0
2020-05-22,Buldhana,0.0
2020-05-23,Buldhana,0.0
2020-05-24,Buldhana,0.0
2020-05-25,Buldhana,0.0
2020-05-26,Buldhana,0.0
2020-05-27,Buldhana,0.0
2020-05-28,Buldhana,0.0
2020-05-29,Buldhana,0.0
2020-05-30,Buldhana,0.0
2020-05-31,Buldhana,0.0
2020-06-01,Buldhana,0.0
2020-06-02,Buldhana,0.0
2020-06-03,Buldhana,7.594290733337402
2020-06-04,Buldhana,16.447288513183594
2020-06-05,Buldhana,5.528210639953613
2020-06-06,Buldhana,1.8326811790466309
2020-06-07,Buldhana,1.064778208732605
2020-06-08,Buldhana,0.0
2020-06-09,Buldhana,0.3702857196331024
2020-06-10,Buldhana,0.0
2020-06-11,Buldhana,0.875657856464386
2020-06-12,Buldhana,19.770334243774414
2020-06-13,Buldhana,23.733966827392578
2020-06-14,Buldhana,15.258800506591797
2020-06-15,Buldhana,2.0437378883361816
2020-06-16,Buldhana,21.931947708129883
2020-06-17,Buldhana,0.17675918340682983
2020-06-18,Buldhana,0.0
2020-06-19,Buldhana,0.0
2020-06-20,Buldhana,0.2913183271884918
2020-06-21,Buldhana,3.8004581928253174
2020-06-22,Buldhana,0.0
2020-06-23,Buldhana,0.0
2020-06-24,Buldhana,4.356929779052734
2020-06-25,Buldhana,4.984528064727783
2020-06-26,Buldhana,2.4577419757843018
2020-06-27,Buldhana,5.927091121673584
2020-06-28,Buldhana,6.214064121246338
2020-06-29,Buldhana,2.4870994091033936
2020-06-30,Buldhana,26.138864517211914
2020-07-01,Buldhana,0.3410235047340393
2020-07-02,Buldhana,12.320111274719238
2020-07-03,Buldhana,2.064239025115967
2020-07-04,Buldhana,5.7342209815979
2020-07-05,Buldhana,15.336573600769043
2020-07-06,Buldhana,10.267437934875488
2020-07-07,Buldhana,0.0
2020-07-08,Buldhana,3.7480335235595703
2020-07-09,Buldhana,15.355402946472168
2020-07-10,Buldhana,3.3666720390319824
2020-07-11,Buldhana,0.1352480947971344
2020-07-12,Buldhana,0.2187196910381317
2020-07-13,Buldhana,5.8601579666137695
2020-07-14,Buldhana,0.6543926000595093
2020-07-15,Buldhana,12.373743057250977
2020-07-16,Buldhana,17.329574584960938
2020-07-17,Buldhana,7.530598163604736
2020-07-18,Buldhana,0.0
2020-07-19,Buldhana,0.9547548890113831
2020-07-20,Buldhana,0.0
2020-07-21,Buldhana,17.15892791748047
2020-07-22,Buldhana,0.5437939167022705
2020-07-23,Buldhana,19.335981369018555
2020-07-24,Buldhana,25.377443313598633
2020-07-25,Buldhana,29.005523681640625
2020-07-26,Buldhana,1.3102658987045288
2020-07-27,Buldhana,0.21333493292331696
2020-07-28,Buldhana,4.221926689147949
2020-07-29,Buldhana,4.225785255432129
2020-07-30,Buldhana,12.751243591308594
2020-07-31,Buldhana,0.11334402114152908
2020-08-01,Buldhana,7.840159893035889
2020-08-02,Buldhana,0.21745221316814423
2020-08-03,Buldhana,13.647567749023438
2020-08-04,Buldhana,0.5683724880218506
2020-08-05,Buldhana,3.0324366092681885
2020-08-06,Buldhana,2.3654327392578125
2020-08-07,Buldhana,0.0
2020-08-08,Buldhana,0.0
2020-08-09,Buldhana,0.1312456578016281
2020-08-10,Buldhana,2.342609167098999
2020-08-11,Buldhana,37.683258056640625
2020-08-12,Buldhana,4.595530033111572
2020-08-13,Buldhana,11.160279273986816
2020-08-14,Buldhana,18.067289352416992
2020-08-15,Buldhana,9.327670097351074
2020-08-16,Buldhana,6.642243385314941
2020-08-17,Buldhana,15.175223350524902
2020-08-18,Buldhana,25.592004776000977
2020-08-19,Buldhana,8.639110565185547
2020-08-20,Buldhana,12.771539688110352
2020-08-21,Buldhana,3.077791929244995
2020-08-22,Buldhana,3.0161712169647217
2020-08-23,Buldhana,3.0224151611328125
2020-08-24,Buldhana,0.0
2020-08-25,Buldhana,0.16442140936851501
2020-08-26,Buldhana,0.4101606607437134
2020-08-27,Buldhana,1.6605803966522217
2020-08-28,Buldhana,0.65309739112854
2020-08-29,Buldhana,6.186128616333008
2020-08-30,Buldhana,2.86442232131958
2020-08-31,Buldhana,0.4262751042842865
2020-09-01,Buldhana,0.10038284212350845
2020-09-02,Buldhana,0.16604433953762054
2020-09-03,Buldhana,0.0
2020-09-04,Buldhana,0.31200727820396423
2020-09-05,Buldhana,3.595998525619507
2020-09-06,Buldhana,0.21080636978149414
2020-09-07,Buldhana,6.313774585723877
2020-09-08,Buldhana,3.460383415222168
2020-09-09,Buldhana,0.6062639951705933
2020-09-10,Buldhana,1.5462110042572021
2020-09-11,Buldhana,21.80249786376953
2020-09-12,Buldhana,5.090865612030029
2020-09-13,Buldhana,1.442803978919983
2020-09-14,Buldhana,8.37511920928955
2020-09-15,Buldhana,0.0
2020-09-16,Buldhana,3.4966366291046143
2020-09-17,Buldhana,1.1032947301864624
2020-09-18,Buldhana,0.0
2020-09-19,Buldhana,6.600219249725342
2020-09-20,Buldhana,16.23512840270996
2020-09-21,Buldhana,23.337881088256836
2020-09-22,Buldhana,2.725404739379883
2020-09-23,Buldhana,7.468774795532227
2020-09-24,Buldhana,8.39203929901123
2020-09-25,Buldhana,0.15518559515476227
2020-09-26,Buldhana,0.24544690549373627
2020-09-27,Buldhana,0.16626904904842377
2020-09-28,Buldhana,0.0
2020-09-29,Buldhana,0.4358663260936737
2020-09-30,Buldhana,0.11367450654506683
2020-10-01,Buldhana,2.7279107570648193
2020-10-02,Buldhana,0.3918592929840088
2020-10-03,Buldhana,0.0
2020-10-04,Buldhana,0.26982200145721436
2020-10-05,Buldhana,0.0
2020-10-06,Buldhana,0.0
2020-10-07,Buldhana,0.0
2020-10-08,Buldhana,0.21767693758010864
2020-10-09,Buldhana,3.1147539615631104
2020-10-10,Buldhana,0.0
2020-10-11,Buldhana,1.1768659353256226
2020-10-12,Buldhana,0.13508997857570648
2020-10-13,Buldhana,0.15518559515476227
2020-10-14,Buldhana,0.0
2020-10-15,Buldhana,2.187321424484253
2020-10-16,Buldhana,1.3152841329574585
2020-10-17,Buldhana,0.6226662397384644
2020-10-18,Buldhana,2.6758718490600586
2020-10-19,Buldhana,0.378915011882782
2020-10-20,Buldhana,0.0
2020-10-21,Buldhana,0.6340969204902649
2020-10-22,Buldhana,3.265378952026367
2020-10-23,Buldhana,2.1366329193115234
2020-10-24,Buldhana,0.0
2020-10-25,Buldhana,0.0
2020-10-26,Buldhana,0.0
2020-10-27,Buldhana,0.0
2020-10-28,Buldhana,0.0
2020-10-29,Buldhana,0.0
2020-10-30,Buldhana,0.12313506007194519
2020-10-31,Buldhana,0.0
2020-11-01,Buldhana,0.0
2020-11-02,Buldhana,0.0
2020-11-03,Buldhana,0.0
2020-11-04,Buldhana,0.0
2020-11-05,Buldhana,0.0
2020-11-06,Buldhana,0.0
2020-11-07,Buldhana,0.0
2020-11-08,Buldhana,0.0
2020-11-09,Buldhana,0.0
2020-11-10,Buldhana,0.0
2020-11-11,Buldhana,0.0
2020-11-12,Buldhana,0.0
2020-11-13,Buldhana,0.0
2020-11-14,Buldhana,0.0
2020-11-15,Buldhana,0.0
2020-11-16,Buldhana,0.0
2020-11-17,Buldhana,0.0
2020-11-18,Buldhana,0.0
2020-11-19,Buldhana,0.0
2020-11-20,Buldhana,3.3335888385772705
2020-11-21,Buldhana,0.0
2020-11-22,Buldhana,0.0
2020-11-23,Buldhana,0.0
2020-11-24,Buldhana,0.0
2020-11-25,Buldhana,0.0
2020-11-26,Buldhana,0.0
2020-11-27,Buldhana,0.0
2020-11-28,Buldhana,0.0
2020-11-29,Buldhana,0.0
2020-11-30,Buldhana,0.0
2020-12-01,Buldhana,0.0
2020-12-02,Buldhana,0.0
2020-12-03,Buldhana,0.0
2020-12-04,Buldhana,0.0
2020-12-05,Buldhana,0.0
2020-12-06,Buldhana,0.0
2020-12-07,Buldhana,0.0
2020-12-08,Buldhana,0.0
2020-12-09,Buldhana,0.0
2020-12-10,Buldhana,0.0
2020-12-11,Buldhana,0.0
2020-12-12,Buldhana,0.0
2020-12-13,Buldhana,0.0
2020-12-14,Buldhana,0.1135687381029129
2020-12-15,Buldhana,0.37352246046066284
2020-12-16,Buldhana,0.0
2020-12-17,Buldhana,0.0
2020-12-18,Buldhana,0.0
2020-12-19,Buldhana,0.0
2020-12-20,Buldhana,0.0
2020-12-21,Buldhana,0.0
2020-12-22,Buldhana,0.0
2020-12-23,Buldhana,0.0
2020-12-24,Buldhana,0.0
2020-12-25,Buldhana,0.0
2020-12-26,Buldhana,0.0
2020-12-27,Buldhana,0.0
2020-12-28,Buldhana,0.0
2020-12-29,Buldhana,0.0
2020-12-30,Buldhana,0.0
2020-12-31,Buldhana,0.0
2021-01-01,Buldhana,0.0
2021-01-02,Buldhana,0.0
2021-01-03,Buldhana,0.0
2021-01-04,Buldhana,0.0
2021-01-05,Buldhana,0.0
2021-01-06,Buldhana,0.0
2021-01-07,Buldhana,0.0
2021-01-08,Buldhana,0.0
2021-01-09,Buldhana,0.0
2021-01-10,Buldhana,0.0
2021-01-11,Buldhana,0.0
2021-01-12,Buldhana,0.0
2021-01-13,Buldhana,0.0
2021-01-14,Buldhana,0.0
2021-01-15,Buldhana,0.0
2021-01-16,Buldhana,0.0
2021-01-17,Buldhana,0.0
2021-01-18,Buldhana,0.0
2021-01-19,Buldhana,0.0
2021-01-20,Buldhana,0.0
2021-01-21,Buldhana,0.0
2021-01-22,Buldhana,0.0
2021-01-23,Buldhana,0.0
2021-01-24,Buldhana,0.0
2021-01-25,Buldhana,0.0
2021-01-26,Buldhana,0.0
2021-01-27,Buldhana,0.0
2021-01-28,Buldhana,0.0
2021-01-29,Buldhana,0.0
2021-01-30,Buldhana,0.0
2021-01-31,Buldhana,0.0
2021-02-01,Buldhana,0.0
2021-02-02,Buldhana,0.0
2021-02-03,Buldhana,0.0
2021-02-04,Buldhana,0.0
2021-02-05,Buldhana,0.0
2021-02-06,Buldhana,0.0
2021-02-07,Buldhana,0.0
2021-02-08,Buldhana,0.0
2021-02-09,Buldhana,0.0
2021-02-10,Buldhana,0.0
2021-02-11,Buldhana,0.0
2021-02-12,Buldhana,0.0
2021-02-13,Buldhana,0.0
2021-02-14,Buldhana,0.0
2021-02-15,Buldhana,0.0
2021-02-16,Buldhana,0.0
2021-02-17,Buldhana,0.0
2021-02-18,Buldhana,0.0
2021-02-19,Buldhana,2.7412161827087402
2021-02-20,Buldhana,0.0
2021-02-21,Buldhana,0.0
2021-02-22,Buldhana,0.0
2021-02-23,Buldhana,0.0
2021-02-24,Buldhana,0.0
2021-02-25,Buldhana,0.0
2021-02-26,Buldhana,0.0
2021-02-27,Buldhana,0.0
2021-02-28,Buldhana,0.0
2021-03-01,Buldhana,0.0
2021-03-02,Buldhana,0.0
2021-03-03,Buldhana,0.0
2021-03-04,Buldhana,0.0
2021-03-05,Buldhana,0.0
2021-03-06,Buldhana,0.0
2021-03-07,Buldhana,0.0
2021-03-08,Buldhana,0.0
2021-03-09,Buldhana,0.0
2021-03-10,Buldhana,0.0
2021-03-11,Buldhana,0.0
2021-03-12,Buldhana,0.0
2021-03-13,Buldhana,0.0
2021-03-14,Buldhana,0.0
2021-03-15,Buldhana,0.0
2021-03-16,Buldhana,0.0
2021-03-17,Buldhana,0.0
2021-03-18,Buldhana,0.0
2021-03-19,Buldhana,0.5819010138511658
2021-03-20,Buldhana,4.902951240539551
2021-03-21,Buldhana,6.59923791885376
2021-03-22,Buldhana,7.569417476654053
2021-03-23,Buldhana,3.698563575744629
2021-03-24,Buldhana,0.0
2021-03-25,Buldhana,0.0
2021-03-26,Buldhana,0.0
2021-03-27,Buldhana,0.0
2021-03-28,Buldhana,0.0
2021-03-29,Buldhana,0.0
2021-03-30,Buldhana,0.0
2021-03-31,Buldhana,0.0
