blast_count_7d,avg_blast_intensity,rainfall_mm_24h,rainfall_mm_7d,crack_count_7d,avg_crack_score,critical_crack_flag,elevation_m,area_sq_km,days_since_inspection,is_monsoon,risk_score,risk_label
2,4.97,0.0,0.0,5,0.483,0,737.9,491.5,75,0,0.2137,green
12,5.31,0.0,3.24,0,0.0,0,795.3,73.9,24,0,0.1801,green
14,8.25,47.07,284.44,7,0.413,0,522.5,34.2,0,1,0.4685,yellow
10,6.79,0.0,0.0,5,0.648,0,627.2,97.4,19,0,0.3127,yellow
2,8.68,0.0,0.0,10,0.629,0,257.0,56.5,68,0,0.2961,yellow
12,6.27,0.0,0.0,5,0.889,1,229.0,286.0,53,0,0.3932,yellow
11,9.72,0.0,4.3,11,0.729,1,759.1,146.6,35,0,0.4735,yellow
6,2.35,3.47,3.43,9,0.763,1,551.9,138.0,38,0,0.3403,yellow
11,1.28,0.07,233.39,9,0.936,1,340.4,51.4,52,1,0.4378,yellow
8,7.59,0.0,1.65,5,0.2,0,326.6,347.3,7,0,0.228,green
9,3.91,0.0,0.2,2,0.298,0,595.9,77.1,29,0,0.1849,green
8,9.65,1.24,49.81,2,0.21,0,473.2,455.1,83,1,0.2839,yellow
17,7.19,0.0,0.0,0,0.0,0,753.5,288.6,55,0,0.2763,yellow
13,5.03,0.0,0.0,3,0.221,0,606.2,388.4,65,0,0.2573,yellow
9,7.51,2.72,25.74,9,0.498,0,705.1,402.7,28,1,0.4085,yellow
7,8.39,0.29,16.04,10,0.353,0,585.3,130.4,88,0,0.3214,yellow
2,3.44,0.0,0.0,5,0.346,0,783.8,490.1,63,0,0.1748,green
0,0.0,0.0,0.0,7,0.711,1,463.4,65.3,56,0,0.2113,green
12,7.96,0.0,6.43,2,0.336,0,340.7,245.5,38,0,0.2475,yellow
8,1.09,19.6,82.0,6,0.333,0,469.5,289.6,74,1,0.3138,yellow
1,7.17,159.35,140.28,6,0.282,0,533.1,367.9,9,1,0.3313,yellow
16,8.0,0.0,3.5,1,0.106,0,609.8,333.8,69,0,0.2493,yellow
3,3.16,1.04,1.2,3,0.586,0,785.6,270.8,2,1,0.2518,yellow
11,4.5,0.12,4.6,7,0.954,1,746.4,481.5,56,0,0.3792,yellow
17,5.5,0.0,8.8,5,0.974,1,598.0,210.0,18,0,0.431,yellow
15,3.61,0.0,0.0,4,0.679,0,791.0,24.1,62,0,0.3668,yellow
12,3.36,0.0,0.98,8,0.867,1,340.2,391.4,1,0,0.3634,yellow
3,6.54,0.0,0.0,5,0.404,0,725.2,213.6,60,0,0.2636,yellow
16,7.38,0.21,36.66,5,0.304,0,752.6,167.3,88,0,0.3801,yellow
15,1.95,0.0,0.0,2,0.181,0,627.2,198.6,42,0,0.2197,green
1,5.42,0.0,0.0,0,0.0,0,488.6,194.4,53,0,0.0807,green
0,0.0,0.0,0.0,3,0.651,0,319.3,127.8,56,0,0.1265,green
7,2.78,0.4,15.33,10,0.04,0,256.9,13.3,82,0,0.229,green
6,2.84,0.0,13.55,9,0.33,0,211.8,76.2,49,0,0.2184,green
16,4.16,0.0,0.0,7,0.677,0,373.7,292.8,10,0,0.3949,yellow
0,0.0,0.0,0.0,8,0.305,0,294.6,95.3,55,0,0.1313,green
11,4.42,1.79,1.96,3,0.106,0,613.2,489.5,20,1,0.2728,yellow
12,9.08,0.0,8.49,0,0.0,0,301.0,295.0,58,0,0.24,green
5,1.04,0.0,1.27,7,0.452,0,678.2,299.3,31,0,0.2093,green
17,1.05,0.0,0.0,1,0.677,0,214.7,211.8,53,0,0.3077,yellow
2,2.95,0.0,50.39,4,0.041,0,434.5,397.5,27,0,0.0804,green
7,2.63,0.0,0.0,6,0.614,0,676.1,51.9,30,0,0.2816,yellow
11,3.88,18.72,40.51,9,0.657,0,419.1,309.6,70,1,0.3964,yellow
3,7.68,0.0,0.0,2,0.034,0,284.7,308.3,33,0,0.1332,green
6,8.86,9.5,143.88,6,0.81,1,678.1,72.5,60,1,0.4367,yellow
4,5.69,0.0,0.52,11,0.841,1,570.6,325.8,1,0,0.3416,yellow
14,2.12,0.0,7.67,0,0.0,0,320.7,97.5,18,1,0.2459,yellow
17,6.76,0.0,0.0,9,0.605,0,437.4,156.3,54,0,0.4427,yellow
11,1.53,0.0,5.65,3,0.131,0,617.7,111.0,36,0,0.1944,green
13,2.14,91.23,121.17,9,0.786,1,477.5,471.1,74,1,0.5621,orange
10,2.47,0.0,0.0,10,0.027,0,207.5,441.1,46,0,0.2669,yellow
13,9.66,3.57,30.85,3,0.852,1,529.0,106.7,69,1,0.4867,orange
8,5.78,1.65,0.36,5,0.528,0,799.8,423.2,15,1,0.3009,yellow
1,6.86,4.67,130.17,8,0.79,1,571.0,65.4,64,1,0.3394,yellow
14,5.84,0.0,14.77,1,0.388,0,302.5,121.2,38,0,0.287,yellow
11,8.47,0.0,0.0,11,0.671,0,621.9,152.8,50,0,0.3492,yellow
5,9.73,0.0,0.21,2,0.716,1,672.9,355.0,39,1,0.3692,yellow
9,8.65,0.0,0.0,9,0.356,0,699.5,426.9,36,0,0.3148,yellow
5,5.71,0.0,1.49,3,0.981,1,410.2,231.6,59,0,0.2969,yellow
4,5.26,0.0,0.0,11,0.228,0,206.9,73.9,39,0,0.2312,green
15,2.17,2.58,61.5,5,0.588,0,238.4,432.6,87,1,0.3727,yellow
14,1.65,0.0,17.89,10,0.207,0,592.4,213.9,60,0,0.3146,yellow
13,8.73,0.0,1.68,0,0.0,0,671.4,340.0,87,1,0.3303,yellow
14,6.79,0.0,0.0,2,0.843,1,322.3,374.0,44,0,0.4067,yellow
16,5.79,0.84,25.34,10,0.953,1,260.7,161.3,46,1,0.5366,orange
12,9.17,0.0,0.0,10,0.705,1,251.1,328.5,46,0,0.4333,yellow
12,3.23,0.0,0.0,8,0.42,0,389.9,27.4,70,0,0.3225,yellow
0,0.0,0.0,0.0,3,0.333,0,455.9,78.3,64,0,0.0997,green
14,6.48,0.0,0.0,9,0.665,0,614.5,395.6,16,0,0.3998,yellow
17,5.07,0.0,0.0,6,0.688,1,391.6,133.6,56,0,0.4405,yellow
2,5.12,0.0,0.0,4,0.163,0,493.5,399.0,36,0,0.1631,green
3,4.53,14.1,58.17,4,0.635,0,745.7,18.8,48,1,0.2226,green
13,8.99,0.0,0.0,3,0.734,1,597.0,410.3,29,0,0.3929,yellow
15,8.23,15.5,22.28,6,0.388,0,257.4,458.1,48,1,0.4437,yellow
13,9.94,5.14,7.89,9,0.594,0,663.2,415.8,52,0,0.4218,yellow
4,3.83,17.2,90.96,8,0.953,1,466.4,95.6,1,1,0.3758,yellow
5,7.1,95.87,203.93,1,0.659,0,376.4,115.7,81,1,0.375,yellow
16,5.23,2.01,54.79,6,0.776,1,678.5,273.6,2,1,0.4741,yellow
2,7.63,0.61,1.23,7,0.907,1,644.2,276.0,36,0,0.3149,yellow
14,4.77,0.0,0.0,9,0.861,1,292.8,231.3,63,0,0.4431,yellow
8,5.39,0.0,0.0,9,0.877,1,450.9,456.4,0,0,0.3849,yellow
5,9.62,0.09,0.3,10,0.511,0,586.4,60.1,59,1,0.3733,yellow
2,8.64,0.0,0.0,3,0.834,1,679.9,179.3,25,0,0.2921,yellow
0,0.0,0.0,0.0,5,0.409,0,373.5,406.4,66,0,0.1058,green
14,8.98,0.0,0.0,9,0.827,1,455.0,145.0,12,0,0.458,yellow
11,6.86,0.0,0.0,11,0.413,0,336.7,296.1,33,0,0.411,yellow
3,5.83,38.66,150.38,6,0.395,0,772.0,247.7,82,1,0.3006,yellow
2,7.36,5.73,5.41,6,0.252,0,686.4,474.1,9,1,0.2279,green
1,1.31,0.0,16.16,6,0.326,0,286.2,357.9,27,1,0.2002,green
10,2.59,0.0,0.0,0,0.0,0,402.2,296.9,3,0,0.129,green
4,6.46,15.46,295.33,0,0.0,0,456.8,332.6,11,1,0.1571,green
5,3.14,0.06,4.16,5,0.748,1,743.6,433.1,85,1,0.3018,yellow
7,6.74,0.96,43.52,11,0.289,0,598.5,219.0,18,0,0.2894,yellow
15,5.46,0.0,0.0,0,0.0,0,609.6,353.4,29,0,0.2474,yellow
11,6.61,0.0,0.0,0,0.0,0,328.8,184.4,59,0,0.1785,green
7,5.09,0.0,107.73,7,0.282,0,488.4,229.5,42,0,0.2425,yellow
14,6.39,0.0,0.0,6,0.282,0,340.0,369.7,75,0,0.31,yellow
2,9.38,0.0,0.0,2,0.61,0,317.9,133.2,77,0,0.225,green
9,2.92,0.0,0.0,5,0.328,0,325.9,251.0,46,0,0.2361,green
10,8.24,0.0,4.94,0,0.0,0,215.8,137.9,8,1,0.2271,green
6,5.41,0.0,0.0,5,0.411,0,768.6,71.9,89,0,0.2422,yellow
9,8.31,0.0,0.29,3,0.309,0,595.3,287.6,7,1,0.2751,yellow
9,7.59,129.12,150.88,4,0.114,0,404.9,482.7,31,1,0.3863,yellow
1,5.5,0.97,134.81,1,0.127,0,486.0,384.2,5,1,0.127,green
13,7.91,0.0,0.0,7,0.155,0,600.0,306.6,70,0,0.3189,yellow
11,1.78,0.0,0.0,3,0.314,0,475.8,126.0,23,0,0.2337,green
15,9.71,0.0,0.0,6,0.879,1,381.1,328.6,44,0,0.4938,orange
5,5.6,0.0,0.0,6,0.309,0,375.5,401.2,48,0,0.2212,green
3,3.18,0.0,0.0,8,0.083,0,275.7,100.9,41,0,0.1519,green
4,5.73,0.0,0.0,6,0.144,0,752.2,226.0,7,0,0.2096,green
13,6.6,0.0,0.0,6,0.239,0,701.3,394.1,45,0,0.3215,yellow
17,9.25,0.0,0.0,11,0.672,0,202.6,463.1,58,0,0.4898,orange
14,4.0,0.98,64.36,0,0.0,0,759.9,469.8,61,1,0.2276,green
14,4.59,5.44,13.11,3,0.395,0,304.8,425.9,8,1,0.3413,yellow
0,0.0,4.03,0.0,6,0.527,0,395.0,87.5,3,0,0.1393,green
7,2.0,0.0,0.13,5,0.986,1,639.4,390.7,13,0,0.3363,yellow
7,8.48,0.0,0.0,0,0.0,0,508.4,416.3,12,0,0.1706,green
15,5.52,23.26,177.37,10,0.594,0,556.2,90.5,22,0,0.4701,yellow
3,7.54,0.0,1.95,5,0.668,0,565.7,325.3,39,0,0.2448,yellow
11,5.16,0.41,7.03,11,0.115,0,388.6,407.0,44,1,0.3493,yellow
12,3.21,0.0,0.0,3,0.278,0,439.1,93.4,6,0,0.2338,green
4,2.93,0.0,7.98,9,0.853,1,358.8,264.6,72,0,0.3391,yellow
16,6.33,53.46,86.15,6,0.187,0,455.3,279.2,67,1,0.4022,yellow
0,0.0,0.0,37.2,8,0.694,1,587.2,346.8,7,1,0.2719,yellow
10,7.84,10.28,40.2,7,0.637,0,532.1,15.6,77,1,0.4241,yellow
0,0.0,0.37,84.58,2,0.68,0,535.2,316.2,62,1,0.2023,green
16,4.37,0.0,21.33,3,0.932,1,748.1,267.4,60,1,0.4892,orange
15,3.71,0.0,0.0,3,0.162,0,271.0,382.7,77,0,0.289,yellow
0,0.0,0.0,0.0,0,0.0,0,352.1,46.4,58,0,0.0539,green
9,3.45,0.0,0.0,2,0.113,0,520.1,59.6,56,0,0.2193,green
5,4.31,3.06,9.33,6,0.348,0,626.1,188.3,8,1,0.2484,yellow
16,7.32,6.69,22.08,11,0.212,0,287.2,165.0,21,1,0.4288,yellow
15,5.11,1.21,98.93,2,0.49,0,510.5,221.9,25,0,0.331,yellow
14,9.56,0.0,0.0,1,0.942,1,626.7,154.9,38,0,0.4134,yellow
15,5.54,0.0,0.0,6,0.825,1,365.7,465.9,8,0,0.4049,yellow
10,5.65,0.0,0.0,7,0.741,1,670.5,384.0,12,0,0.3738,yellow
12,3.98,0.24,40.42,0,0.0,0,464.7,369.5,76,0,0.2085,green
17,1.92,10.87,13.69,9,0.702,1,507.9,437.3,59,1,0.5113,orange
3,7.94,0.0,0.0,5,0.792,1,394.6,360.9,69,0,0.3241,yellow
4,5.44,3.22,161.17,11,0.943,1,516.7,274.6,66,1,0.4384,yellow
11,9.87,0.0,3.73,7,0.551,0,350.3,204.9,38,0,0.3497,yellow
9,6.26,1.29,89.66,9,0.71,1,770.4,129.9,4,1,0.4406,yellow
9,7.99,0.0,0.0,0,0.0,0,677.5,242.8,47,0,0.2322,green
9,9.65,0.0,0.0,1,0.17,0,579.8,215.7,61,0,0.2272,green
6,5.89,0.0,0.0,11,0.634,0,691.0,324.0,74,0,0.31,yellow
4,6.01,0.0,0.0,5,0.638,0,661.5,190.6,59,0,0.2576,yellow
9,8.69,0.0,4.38,10,0.349,0,279.2,140.3,4,0,0.3409,yellow
15,6.07,0.0,51.02,2,0.429,0,444.7,65.8,80,1,0.4083,yellow
12,1.0,0.0,170.93,0,0.0,0,688.5,453.0,62,0,0.1935,green
6,2.13,0.0,0.0,7,0.476,0,759.7,47.3,66,0,0.2766,yellow
2,6.25,0.0,0.0,4,0.555,0,677.7,11.8,50,0,0.2185,green
0,0.0,26.16,19.11,7,0.823,1,470.8,255.7,10,1,0.2842,yellow
11,3.3,5.55,214.78,8,0.476,0,273.5,464.7,47,1,0.3809,yellow
11,4.01,0.0,0.0,5,0.699,1,622.4,251.3,17,0,0.3149,yellow
13,3.42,1.0,89.57,8,0.833,1,441.1,361.3,28,1,0.446,yellow
7,2.17,0.75,0.06,6,0.772,1,460.8,172.1,79,0,0.3458,yellow
10,6.1,0.0,0.0,4,0.146,0,373.5,161.8,68,0,0.2322,green
8,9.79,0.0,10.18,7,0.278,0,798.0,447.7,37,0,0.3021,yellow
3,6.79,0.0,6.84,3,0.82,1,442.5,118.5,12,1,0.3475,yellow
14,7.02,0.0,0.0,4,0.876,1,680.9,472.3,32,0,0.4565,yellow
7,1.58,0.0,0.0,9,0.494,0,728.4,204.6,67,0,0.253,yellow
9,6.0,7.59,0.0,4,0.493,0,671.5,474.3,44,1,0.2963,yellow
17,6.55,0.0,0.0,1,0.989,1,477.4,46.4,79,0,0.4299,yellow
7,4.07,0.0,0.0,0,0.0,0,464.7,361.1,56,0,0.1485,green
5,3.8,1.1,72.32,10,0.674,0,524.9,423.3,2,1,0.3343,yellow
15,6.05,0.0,0.0,7,0.876,1,321.0,48.3,57,0,0.4635,yellow
11,2.62,3.26,63.21,9,0.687,1,512.0,416.8,37,1,0.425,yellow
14,8.28,0.0,0.34,4,0.791,1,548.8,392.6,39,0,0.4155,yellow
7,5.44,0.0,0.0,11,0.695,1,445.7,439.4,62,0,0.3448,yellow
6,9.21,0.0,0.0,2,0.665,0,403.5,44.5,86,0,0.302,yellow
6,1.07,17.14,45.06,10,0.54,0,277.4,268.0,82,1,0.3185,yellow
16,3.81,0.0,0.0,0,0.0,0,444.3,123.8,20,0,0.2377,green
5,1.78,10.63,9.36,5,0.671,0,652.4,64.1,28,1,0.2763,yellow
5,8.51,0.0,0.0,6,0.924,1,529.4,295.7,48,0,0.3715,yellow
15,4.89,0.0,0.0,1,0.273,0,754.8,183.6,56,0,0.253,yellow
15,5.11,0.0,5.21,5,0.104,0,342.5,196.2,83,0,0.2861,yellow
11,9.74,0.0,29.15,9,0.135,0,290.5,398.4,7,0,0.291,yellow
9,4.42,0.0,0.0,4,0.305,0,794.1,47.2,89,0,0.2587,yellow
0,0.0,65.53,462.84,3,0.487,0,687.9,477.8,44,1,0.2322,green
4,7.21,0.0,0.0,0,0.0,0,324.2,459.9,79,0,0.1551,green
6,8.92,0.0,0.0,8,0.374,0,613.3,338.8,9,0,0.3123,yellow
14,4.14,1.35,88.41,5,0.832,1,543.1,296.1,1,1,0.4363,yellow
4,1.86,16.13,48.82,5,0.557,0,757.4,195.2,37,1,0.2587,yellow
12,2.28,2.77,17.04,1,0.698,1,574.3,102.6,9,1,0.3323,yellow
1,5.76,0.0,5.63,3,0.322,0,566.2,470.2,52,1,0.188,green
4,4.22,0.0,0.0,1,0.078,0,760.0,187.9,34,0,0.0691,green
0,0.0,0.19,10.55,2,0.604,0,602.4,305.2,47,1,0.1391,green
11,2.43,0.0,0.0,11,0.107,0,287.4,26.4,75,0,0.3053,yellow
0,0.0,0.0,0.0,2,0.338,0,386.0,466.9,4,0,0.1009,green
14,8.55,0.0,0.0,0,0.0,0,614.4,271.7,61,0,0.252,yellow
0,0.0,0.0,0.0,9,0.891,1,497.7,414.1,0,0,0.2341,green
17,2.42,0.0,7.3,9,0.157,0,771.7,208.6,66,0,0.3364,yellow
3,4.2,0.0,0.0,7,0.66,0,467.6,120.1,17,0,0.1939,green
9,3.18,0.0,0.0,11,0.019,0,663.5,93.8,33,0,0.2394,green
17,1.2,0.49,2.51,3,0.205,0,642.3,352.9,87,0,0.2692,yellow
1,8.74,0.0,0.0,5,0.165,0,752.9,217.3,46,0,0.1275,green
2,8.23,4.18,18.34,5,0.234,0,796.7,478.7,63,1,0.2354,green
9,2.79,0.34,26.48,2,0.918,1,561.8,403.5,34,0,0.3158,yellow
16,7.01,0.0,0.0,1,0.132,0,425.8,339.4,34,0,0.3236,yellow
7,9.59,16.28,68.26,9,0.699,1,753.1,193.0,52,0,0.4237,yellow
8,3.3,0.0,2.23,10,0.359,0,560.2,67.8,41,0,0.296,yellow
12,7.17,0.0,3.19,10,0.16,0,438.9,294.2,46,0,0.3446,yellow
6,5.29,0.0,0.0,6,0.722,1,244.8,458.1,12,0,0.3001,yellow
14,4.45,18.15,20.84,9,0.275,0,265.6,333.3,46,1,0.4095,yellow
2,9.1,0.0,0.0,3,0.744,1,519.2,406.4,32,0,0.2691,yellow
13,2.55,0.0,61.16,11,0.451,0,411.5,281.9,17,0,0.3116,yellow
16,3.32,4.44,67.98,7,0.147,0,487.4,18.5,50,0,0.306,yellow
13,2.19,19.65,41.2,9,0.714,1,641.6,77.8,87,0,0.4219,yellow
15,2.13,0.0,0.0,11,0.268,0,705.2,163.7,5,0,0.361,yellow
2,6.74,3.6,20.19,7,0.425,0,474.5,263.7,79,1,0.2756,yellow
12,9.38,7.79,0.0,11,0.345,0,263.9,251.0,43,1,0.4396,yellow
0,0.0,0.0,0.87,0,0.0,0,318.4,292.0,72,0,0.0329,green
8,7.59,0.08,15.39,10,0.215,0,580.4,382.8,19,1,0.3314,yellow
6,5.18,12.31,1.4,7,0.257,0,220.9,211.0,80,0,0.2185,green
12,1.47,0.0,0.0,1,0.768,1,253.5,113.5,31,0,0.3105,yellow
8,5.63,0.71,4.48,5,0.869,1,760.4,170.4,35,0,0.3739,yellow
3,5.2,0.0,0.0,8,0.56,0,673.8,372.0,12,0,0.2279,green
13,1.29,0.0,0.0,10,0.293,0,726.7,384.8,24,0,0.3069,yellow
3,3.47,0.0,0.0,9,0.863,1,485.2,497.3,28,0,0.3047,yellow
15,1.11,2.49,45.08,6,0.719,1,562.2,459.0,12,1,0.4508,yellow
8,7.57,0.0,12.57,2,0.787,1,445.2,413.4,62,0,0.3276,yellow
17,1.39,0.0,40.88,8,0.973,1,233.4,291.2,46,1,0.4909,orange
13,5.35,0.0,0.0,6,0.155,0,709.4,265.6,5,0,0.2802,yellow
7,1.31,0.0,2.43,7,0.768,1,323.2,359.0,37,0,0.3263,yellow
12,5.47,0.0,0.0,11,0.372,0,632.4,281.9,80,0,0.3722,yellow
15,1.49,0.0,0.0,9,0.279,0,308.2,280.7,47,0,0.3484,yellow
17,8.22,0.0,0.0,1,0.73,1,260.1,361.7,8,0,0.4052,yellow
14,5.26,0.0,0.89,11,0.558,0,750.4,201.8,56,0,0.3923,yellow
16,2.15,0.0,8.03,7,0.606,0,470.9,469.8,21,0,0.3445,yellow
15,3.5,0.0,0.0,4,0.02,0,513.1,322.1,15,0,0.2537,yellow
14,7.18,0.0,0.0,3,0.823,1,261.8,121.4,22,0,0.389,yellow
12,1.74,0.0,13.13,0,0.0,0,319.4,49.1,23,0,0.1684,green
3,3.43,0.0,0.0,11,0.47,0,541.5,464.8,50,0,0.2211,green
10,7.68,0.0,0.0,6,0.667,0,340.4,298.2,48,0,0.3211,yellow
9,5.95,1.26,35.1,5,0.362,0,642.6,303.9,65,1,0.3113,yellow
10,8.48,0.0,0.0,6,0.75,1,705.8,240.3,33,0,0.3916,yellow
3,6.22,0.0,0.0,6,0.312,0,745.9,436.5,47,0,0.1992,green
16,5.24,0.0,0.0,5,0.125,0,714.6,449.8,49,0,0.2762,yellow
17,2.59,15.35,17.93,10,0.477,0,719.4,25.7,80,1,0.4539,yellow
3,6.38,0.0,0.0,10,0.032,0,574.8,214.2,55,0,0.2096,green
9,2.59,0.0,0.0,7,0.936,1,555.0,15.9,15,0,0.3759,yellow
1,9.06,0.0,2.33,0,0.0,0,775.6,112.0,68,0,0.1374,green
12,1.9,0.0,0.0,0,0.0,0,284.5,120.2,89,0,0.1768,green
2,1.23,11.45,82.24,2,0.985,1,685.9,235.5,4,1,0.3204,yellow
3,5.29,0.0,0.0,5,0.527,0,390.0,136.5,54,0,0.184,green
12,3.19,0.0,1.16,3,0.752,1,502.1,448.1,18,0,0.3361,yellow
3,9.85,0.0,0.0,6,0.523,0,579.8,293.4,46,0,0.2565,yellow
14,7.9,53.42,161.92,5,0.612,0,629.7,214.2,61,1,0.4729,yellow
7,3.81,0.0,0.0,11,0.487,0,787.1,483.1,62,0,0.3362,yellow
17,9.75,0.13,17.62,1,0.489,0,444.8,113.5,19,0,0.3581,yellow
8,7.08,0.0,0.3,1,0.168,0,357.7,27.5,86,0,0.2152,green
16,1.92,0.0,0.32,5,0.916,1,774.9,15.2,1,0,0.3886,yellow
6,6.79,0.0,1.93,10,0.073,0,692.7,251.6,77,0,0.2367,green
3,5.38,0.0,0.0,8,0.119,0,589.5,287.9,87,0,0.2034,green
12,5.22,0.0,318.15,6,0.868,1,422.1,44.9,31,1,0.4642,yellow
3,5.32,0.0,35.42,6,0.24,0,368.1,36.0,71,1,0.2783,yellow
15,3.06,0.0,0.0,2,0.901,1,700.3,281.2,81,0,0.3476,yellow
1,5.48,0.0,0.0,5,0.462,0,212.7,121.5,76,0,0.1829,green
14,8.74,0.0,0.0,1,0.69,1,481.6,225.4,65,0,0.3806,yellow
7,4.0,0.0,0.0,2,0.849,1,724.8,93.6,12,0,0.3167,yellow
0,0.0,0.0,7.85,3,0.68,0,251.5,235.9,52,0,0.1516,green
9,4.85,0.0,39.22,3,0.205,0,673.1,91.9,87,1,0.2651,yellow
16,3.98,0.0,0.0,7,0.897,1,734.5,488.5,28,0,0.4096,yellow
17,3.62,0.16,40.01,9,0.725,1,779.0,137.6,85,1,0.5451,orange
8,7.05,0.0,0.0,1,0.194,0,357.1,261.2,36,0,0.2299,green
12,1.75,2.15,0.0,1,0.419,0,210.2,188.8,28,0,0.2429,yellow
10,3.86,0.0,2.49,5,0.51,0,277.9,377.5,26,0,0.2439,yellow
1,3.12,0.0,0.0,5,0.184,0,327.8,142.8,12,0,0.1304,green
0,0.0,0.0,0.0,0,0.0,0,755.7,53.3,62,0,0.05,green
4,7.47,1.17,16.02,8,0.922,1,488.1,315.6,20,0,0.3355,yellow
15,4.69,0.0,2.03,6,0.926,1,697.4,63.4,88,0,0.4384,yellow
10,6.92,0.0,0.0,10,0.317,0,606.3,247.2,35,0,0.3303,yellow
5,8.61,0.0,0.0,10,0.821,1,276.8,499.0,65,0,0.3712,yellow
16,9.58,0.0,0.0,0,0.0,0,433.6,470.8,23,0,0.301,yellow
0,0.0,0.0,0.0,6,0.423,0,680.3,134.4,79,0,0.136,green
14,5.96,0.0,0.0,1,0.712,1,548.0,53.6,1,0,0.3095,yellow
11,8.08,0.0,0.0,1,0.998,1,668.3,150.5,29,0,0.3732,yellow
3,9.15,0.0,37.42,1,0.873,1,336.3,13.9,30,1,0.3062,yellow
3,2.81,8.35,17.72,3,0.107,0,692.7,223.4,2,1,0.1866,green
6,8.0,0.0,6.94,0,0.0,0,201.3,196.3,56,0,0.1802,green
3,6.41,0.0,0.0,11,0.125,0,782.4,281.9,14,0,0.2209,green
1,5.62,2.93,5.22,9,0.795,1,229.8,429.0,9,1,0.3175,yellow
10,9.04,0.0,0.0,2,0.825,1,285.6,161.7,43,0,0.4035,yellow
1,7.71,0.0,0.0,8,0.4,0,454.0,316.8,37,0,0.2292,green
17,3.42,0.0,10.31,5,0.042,0,306.1,433.8,19,0,0.262,yellow
14,6.78,4.84,2.44,5,0.187,0,468.9,304.5,52,0,0.2966,yellow
10,8.62,0.0,0.0,3,0.838,1,291.7,50.6,24,0,0.3862,yellow
3,4.1,10.72,39.8,9,0.76,1,711.8,486.7,7,1,0.3674,yellow
6,4.55,0.0,0.0,7,0.945,1,229.0,10.5,11,0,0.2986,yellow
8,2.51,1.23,68.63,4,0.525,0,784.4,456.6,53,1,0.2851,yellow
14,2.61,0.0,0.0,6,0.052,0,461.6,315.3,45,0,0.2562,yellow
15,4.2,0.0,0.0,2,0.748,1,351.4,213.2,68,0,0.3856,yellow
7,9.43,0.96,43.52,9,0.534,0,284.7,22.5,83,0,0.379,yellow
1,6.31,1.07,16.31,7,0.601,0,673.8,115.5,53,0,0.244,yellow
8,4.89,0.0,0.0,8,0.882,1,583.7,42.9,54,0,0.3687,yellow
6,3.97,0.0,0.0,4,0.62,0,526.5,372.5,25,0,0.2324,green
14,7.11,0.0,17.5,5,0.09,0,275.9,415.1,2,0,0.3102,yellow
5,7.74,0.0,0.0,5,0.853,1,438.9,158.2,59,0,0.3271,yellow
8,1.81,0.0,0.0,8,0.592,0,691.7,414.4,83,0,0.2691,yellow
8,3.67,0.0,0.0,6,0.435,0,441.1,292.1,38,0,0.2239,green
13,8.72,0.0,0.0,11,0.57,0,400.7,14.3,57,0,0.4186,yellow
8,5.9,0.0,0.44,5,0.59,0,578.0,424.3,37,0,0.2875,yellow
3,9.15,0.0,0.0,10,0.976,1,741.1,72.4,83,0,0.3916,yellow
16,7.1,15.75,24.67,4,0.322,0,245.0,448.9,5,1,0.3546,yellow
4,4.68,0.0,0.0,8,0.496,0,210.7,174.0,29,0,0.2185,green
12,2.9,2.15,0.0,8,0.661,0,746.8,207.8,42,0,0.3402,yellow
14,3.76,5.85,70.48,6,0.537,0,651.1,78.6,36,1,0.3894,yellow
3,9.2,0.0,38.06,1,0.173,0,414.6,152.5,7,0,0.0943,green
14,4.57,0.54,8.63,0,0.0,0,702.9,267.3,63,0,0.2746,yellow
15,4.31,0.0,0.33,3,0.959,1,466.4,380.0,40,0,0.3964,yellow
10,6.15,0.0,0.0,0,0.0,0,485.1,473.1,27,0,0.1926,green
17,9.85,0.0,48.45,10,0.937,1,696.2,423.8,6,0,0.5031,orange
13,5.23,0.0,41.94,9,0.73,1,507.5,358.9,26,1,0.4843,orange
8,2.94,175.26,191.01,0,0.0,0,308.9,16.9,6,1,0.2789,yellow
11,2.69,0.0,1.03,6,0.598,0,208.9,182.9,85,0,0.2865,yellow
9,2.15,0.0,0.18,10,0.193,0,729.6,406.6,11,0,0.2343,green
13,4.34,4.2,0.0,9,0.022,0,229.9,139.2,61,0,0.3056,yellow
16,1.85,0.0,0.0,1,0.555,0,372.3,470.7,49,0,0.2739,yellow
13,4.18,0.0,0.0,8,0.195,0,206.7,128.7,77,0,0.3023,yellow
9,7.24,1.61,0.0,1,0.166,0,638.8,267.0,32,0,0.1976,green
8,1.23,0.0,22.47,1,0.757,1,566.3,188.5,50,1,0.3432,yellow
12,2.49,0.0,0.04,3,0.044,0,651.3,48.8,82,1,0.2731,yellow
6,2.57,0.0,3.75,4,0.015,0,455.9,307.0,73,0,0.1426,green
13,5.49,0.0,0.0,4,0.71,1,228.7,209.9,63,0,0.4015,yellow
6,6.81,0.0,0.0,4,0.354,0,489.5,302.7,4,0,0.178,green
5,7.01,0.0,0.0,3,0.794,1,321.5,479.9,63,0,0.2988,yellow
8,7.36,4.11,25.34,8,0.669,0,579.6,123.8,58,1,0.3697,yellow
4,7.37,0.0,1.9,0,0.0,0,304.0,177.0,61,0,0.1564,green
